Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	Singapore	1	internal://	InInterests	0	0	0	0
1	Singapore	1	internal://	OutInterests	0	0	0	0
1	Singapore	1	internal://	InData	0	0	0	0
1	Singapore	1	internal://	OutData	0	0	0	0
1	Singapore	1	internal://	InNacks	0	0	0	0
1	Singapore	1	internal://	OutNacks	0	0	0	0
1	Singapore	1	internal://	InSatisfiedInterests	0	0	0	0
1	Singapore	1	internal://	InTimedOutInterests	0	0	0	0
1	Singapore	1	internal://	OutSatisfiedInterests	4	0	5	0
1	Singapore	1	internal://	OutTimedOutInterests	0	0	0	0
1	Singapore	2	internal://	InInterests	0	0	0	0
1	Singapore	2	internal://	OutInterests	0	0	0	0
1	Singapore	2	internal://	InData	0	0	0	0
1	Singapore	2	internal://	OutData	0	0	0	0
1	Singapore	2	internal://	InNacks	0	0	0	0
1	Singapore	2	internal://	OutNacks	0	0	0	0
1	Singapore	2	internal://	InSatisfiedInterests	0.8	0	1	0
1	Singapore	2	internal://	InTimedOutInterests	0	0	0	0
1	Singapore	2	internal://	OutSatisfiedInterests	0	0	0	0
1	Singapore	2	internal://	OutTimedOutInterests	0	0	0	0
1	Singapore	256	internal://	InInterests	0	0	0	0
1	Singapore	256	internal://	OutInterests	0	0	0	0
1	Singapore	256	internal://	InData	0	0	0	0
1	Singapore	256	internal://	OutData	0	0	0	0
1	Singapore	256	internal://	InNacks	0	0	0	0
1	Singapore	256	internal://	OutNacks	0	0	0	0
1	Singapore	256	internal://	InSatisfiedInterests	3.2	0	4	0
1	Singapore	256	internal://	InTimedOutInterests	0	0	0	0
1	Singapore	256	internal://	OutSatisfiedInterests	0	0	0	0
1	Singapore	256	internal://	OutTimedOutInterests	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	InInterests	796	18.0789	995	22.5986
1	Singapore	257	netdev://[00:00:00:00:00:01]	OutInterests	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	OutData	796	657.055	995	821.319
1	Singapore	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	381.6	0	477	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
1	Singapore	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	OutInterests	381.6	8.74375	477	10.9297
1	Singapore	259	netdev://[00:00:00:00:00:05]	InData	381.6	315.067	477	393.834
1	Singapore	259	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	381.6	0	477	0
1	Singapore	259	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
1	Singapore	-1	all	SatisfiedInterests	800	0	1000	0
1	Singapore	-1	all	TimedOutInterests	0	0	0	0
1	Jakarta	1	internal://	InInterests	0	0	0	0
1	Jakarta	1	internal://	OutInterests	0	0	0	0
1	Jakarta	1	internal://	InData	0	0	0	0
1	Jakarta	1	internal://	OutData	0	0	0	0
1	Jakarta	1	internal://	InNacks	0	0	0	0
1	Jakarta	1	internal://	OutNacks	0	0	0	0
1	Jakarta	1	internal://	InSatisfiedInterests	0	0	0	0
1	Jakarta	1	internal://	InTimedOutInterests	0	0	0	0
1	Jakarta	1	internal://	OutSatisfiedInterests	0.8	0	1	0
1	Jakarta	1	internal://	OutTimedOutInterests	0	0	0	0
1	Jakarta	2	internal://	InInterests	0	0	0	0
1	Jakarta	2	internal://	OutInterests	0	0	0	0
1	Jakarta	2	internal://	InData	0	0	0	0
1	Jakarta	2	internal://	OutData	0	0	0	0
1	Jakarta	2	internal://	InNacks	0	0	0	0
1	Jakarta	2	internal://	OutNacks	0	0	0	0
1	Jakarta	2	internal://	InSatisfiedInterests	0.8	0	1	0
1	Jakarta	2	internal://	InTimedOutInterests	0	0	0	0
1	Jakarta	2	internal://	OutSatisfiedInterests	0	0	0	0
1	Jakarta	2	internal://	OutTimedOutInterests	0	0	0	0
1	Jakarta	257	netdev://[00:00:00:00:00:02]	InInterests	0	0	0	0
1	Jakarta	257	netdev://[00:00:00:00:00:02]	OutInterests	798.4	18.1328	998	22.666
1	Jakarta	257	netdev://[00:00:00:00:00:02]	InData	107.2	88.4844	134	110.605
1	Jakarta	257	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
1	Jakarta	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
